id_code,firm,num_advisors,Role,level,amount
PT12,PT12,<25,Advisor,35e4,0.32
AT7,AT7_1,25-100,Full Commission Advisor,35e4,0.4
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",35e4,0.19
AB3,AB3,25-100,Financial Consultant,35e4,0.3
PT13,PT13,<25,Financial Advisor,35e4,0.39
AB7,AB7,> 100,Financial Advisor/Associate FA,35e4,0.3
AT2,AT2_1,> 100,Advisor,35e4,0.35
TL5,TL5,<25,Financial Advisor,35e4,0.35
AT6,AT6,> 100,Advisor,35e4,0.33
PR3,PR3,< 25,New Financial Advisor,35e4,0.34
PR2,PR2,25-100,Advisor,35e4,0.34
AT3,AT3_1,> 100,Branch Advisor,35e4,0.32
AT3,AT3_2,> 100,Centralized Advisor,35e4,0.36
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",35e4,0.25
AT1,AT1_2,> 100,Advisor,35e4,0.23
TL14,TL14_1,<25,Advisor,35e4,0.34
PR1,PR1,25-100,Advisor,35e4,0.35
PB1,PB1,< 25,Financial Advisor,35e4,0.21
TB7,TB7_1,< 25,New Financial Advisor,35e4,0.3
TB7,TB7_2,< 25,Financial Advisor,35e4,0.33
PB6,PB6,25-100,Retail Financial Consultant,35e4,0.37
AT5,AT5_1,25-100,Financial Consultant,35e4,0.15
AL3,AL3,25-100,Wealth Advisor,35e4,0.34
AT2,AT2_2,> 100,Senior Advisor,35e4,0.35
AR3,AR3,> 100,Senior Advisor,35e4,0.36
PB3,PB3_1,25-100,Senior Advisor,35e4,0.32
PB9,PB9_2,25-100,Senior Advisor,35e4,0.35
PR4,PR4,< 25,Financial Consultant II,35e4,0.38
AB2,AB2,25-100,Senior Investment Representative,35e4,0.38
AT1,AT1_3,> 100,Senior  Financial Advisor,35e4,0.23
TB7,TB7_3,< 25,Senior  Financial Advisor,35e4,0.33
TB5,TB5_3,< 25,Senior Financial Advisor,35e4,0.25
AT5,AT5_2,25-100,2nd Story Financial Consultant,35e4,0
TB7,TB7_4,< 25,Private Financial Advisor,35e4,0.4
PB9,PB9_3,25-100,Independent Advisor,35e4,0.4
PB3,PB3_2,25-100,Independent Advisor,35e4,0.32
TL14,TL14_2,< 25,Independent Advisor,35e4,0.39
W,W_1,> 100,Advisor 0-5 Yrs,35e4,0.34
W,W_2,> 100,Advisor 5-7 Yrs,35e4,0.34
W,W_3,> 100,Advisor 7-9 Yrs,35e4,0.34
W,W_4,> 100,Advisor 9-15 Yrs,35e4,0.34
W,W_5,> 100,Advisor 15-19 Yrs,35e4,0.34
W,W_6,> 100,Advisor 20-25 Yrs,35e4,0.34
W,W_7,> 100,Advisor 25+ Yrs,35e4,0.34
GR1,GR1,> 100,Advisor,36e4,0.33
PT10,PT10,<25,Financial Advisor,36e4,0.39
TL13,TL13_1,<25,Financial Advisor (New),36e4,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),36e4,0.34
PT5,PT5,< 25,Advisor,36e4,0.39
PB9,PB9_1,25-100,Advisor,36e4,0.27
PB7,PB7,25-100,Advisor,36e4,0.25
PT11,PT11,<25,Financial Advisor,36e4,0.37
AR2,AR2,> 100,Advisor,36e4,0.31
TR7,TR7,<25,Investment Representative,36e4,0.34
TR2,TR2,25-100,Financial Advisor,36e4,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,36e4,0.4
AR6,AR6_2,25-100,MBE (Tier II) Representative,36e4,0.4
AR6,AR6_3,25-100,SPG (Tier III) Representative,36e4,0.4
TR8,TR8,<25,Financial Advisor,36e4,0.25
AB5,AB5,<25,Financial Advisor,36e4,0.44
PB14,PB14,<25,Financial Consultant,36e4,0.3
TB5,TB5_1,<25,Wealth Advisor,36e4,0.42
AR7,AR7,25-100,Financial Advisor,36e4,0.38
TB6,TB6,<25,Financial Advisor,36e4,0.33
TB5,TB5_2,<25,Financial Advisor,36e4,0.3
TL9,TL9,<25,Registered Representative,36e4,0.35
PB8,PB8,25-100,Investment Client Advisor,36e4,0.31
PT3,PT3,25-100,Advisor,36e4,0.28
TT7,TT7,<25,Financial Advisor,36e4,0.35
GB1,GB1_1,> 100,Branch Advisor,36e4,0.31
GB1,GB1_2,> 100,Hub Advisor,36e4,0.26
GT1,GT1_1,> 100,Traditional Advisor,36e4,0.35
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,36e4,0.33
GL1,GL1,> 100,Advisor,36e4,0.32
TL7,TL7,25-100,Advisor,36e4,0.38
AB6,AB6,25-100,Advisor,36e4,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,36e4,0.35
PT12,PT12,<25,Advisor,36e4,0.32
AT7,AT7_1,25-100,Full Commission Advisor,36e4,0.4
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",36e4,0.19
AB3,AB3,25-100,Financial Consultant,36e4,0.3
PT13,PT13,<25,Financial Advisor,36e4,0.39
AB7,AB7,> 100,Financial Advisor/Associate FA,36e4,0.3
AT2,AT2_1,> 100,Advisor,36e4,0.35
TL5,TL5,<25,Financial Advisor,36e4,0.35
AT6,AT6,> 100,Advisor,36e4,0.33
PR3,PR3,< 25,New Financial Advisor,36e4,0.34
PR2,PR2,25-100,Advisor,36e4,0.34
AT3,AT3_1,> 100,Branch Advisor,36e4,0.32
AT3,AT3_2,> 100,Centralized Advisor,36e4,0.36
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",36e4,0.27
AT1,AT1_2,> 100,Advisor,36e4,0.25
TL14,TL14_1,<25,Advisor,36e4,0.37
PR1,PR1,25-100,Advisor,36e4,0.36
PB1,PB1,< 25,Financial Advisor,36e4,0.21
TB7,TB7_1,< 25,New Financial Advisor,36e4,0.3
TB7,TB7_2,< 25,Financial Advisor,36e4,0.33
PB6,PB6,25-100,Retail Financial Consultant,36e4,0.37
AT5,AT5_1,25-100,Financial Consultant,36e4,0.15
AL3,AL3,25-100,Wealth Advisor,36e4,0.34
AT2,AT2_2,> 100,Senior Advisor,36e4,0.35
AR3,AR3,> 100,Senior Advisor,36e4,0.38
PB3,PB3_1,25-100,Senior Advisor,36e4,0.32
PB9,PB9_2,25-100,Senior Advisor,36e4,0.35
PR4,PR4,< 25,Financial Consultant II,36e4,0.38
AB2,AB2,25-100,Senior Investment Representative,36e4,0.38
AT1,AT1_3,> 100,Senior  Financial Advisor,36e4,0.25
TB7,TB7_3,< 25,Senior  Financial Advisor,36e4,0.33
TB5,TB5_3,< 25,Senior Financial Advisor,36e4,0.3
AT5,AT5_2,25-100,2nd Story Financial Consultant,36e4,0
TB7,TB7_4,< 25,Private Financial Advisor,36e4,0.4
PB9,PB9_3,25-100,Independent Advisor,36e4,0.4
PB3,PB3_2,25-100,Independent Advisor,36e4,0.32
TL14,TL14_2,< 25,Independent Advisor,36e4,0.42
W,W_1,> 100,Advisor 0-5 Yrs,36e4,0.36
W,W_2,> 100,Advisor 5-7 Yrs,36e4,0.36
W,W_3,> 100,Advisor 7-9 Yrs,36e4,0.36
W,W_4,> 100,Advisor 9-15 Yrs,36e4,0.36
W,W_5,> 100,Advisor 15-19 Yrs,36e4,0.36
W,W_6,> 100,Advisor 20-25 Yrs,36e4,0.36
W,W_7,> 100,Advisor 25+ Yrs,36e4,0.36
GR1,GR1,> 100,Advisor,375e3,0.33
PT10,PT10,<25,Financial Advisor,375e3,0.39
TL13,TL13_1,<25,Financial Advisor (New),375e3,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),375e3,0.37
PT5,PT5,< 25,Advisor,375e3,0.39
PB9,PB9_1,25-100,Advisor,375e3,0.35
PB7,PB7,25-100,Advisor,375e3,0.25
PT11,PT11,<25,Financial Advisor,375e3,0.37
AR2,AR2,> 100,Advisor,375e3,0.31
TR7,TR7,<25,Investment Representative,375e3,0.34
TR2,TR2,25-100,Financial Advisor,375e3,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,375e3,0.4
AR6,AR6_2,25-100,MBE (Tier II) Representative,375e3,0.4
AR6,AR6_3,25-100,SPG (Tier III) Representative,375e3,0.4
TR8,TR8,<25,Financial Advisor,375e3,0.25
AB5,AB5,<25,Financial Advisor,375e3,0.44
PB14,PB14,<25,Financial Consultant,375e3,0.3
TB5,TB5_1,<25,Wealth Advisor,375e3,0.42
AR7,AR7,25-100,Financial Advisor,375e3,0.38
TB6,TB6,<25,Financial Advisor,375e3,0.33
TB5,TB5_2,<25,Financial Advisor,375e3,0.3
TL9,TL9,<25,Registered Representative,375e3,0.35
PB8,PB8,25-100,Investment Client Advisor,375e3,0.31
PT3,PT3,25-100,Advisor,375e3,0.28
TT7,TT7,<25,Financial Advisor,375e3,0.35
GB1,GB1_1,> 100,Branch Advisor,375e3,0.31
GB1,GB1_2,> 100,Hub Advisor,375e3,0.26
GT1,GT1_1,> 100,Traditional Advisor,375e3,0.36
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,375e3,0.34
GL1,GL1,> 100,Advisor,375e3,0.32
TL7,TL7,25-100,Advisor,375e3,0.38
AB6,AB6,25-100,Advisor,375e3,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,375e3,0.35
PT12,PT12,<25,Advisor,375e3,0.32
AT7,AT7_1,25-100,Full Commission Advisor,375e3,0.4
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",375e3,0.19
AB3,AB3,25-100,Financial Consultant,375e3,0.3
PT13,PT13,<25,Financial Advisor,375e3,0.39
AB7,AB7,> 100,Financial Advisor/Associate FA,375e3,0.3
AT2,AT2_1,> 100,Advisor,375e3,0.35
TL5,TL5,<25,Financial Advisor,375e3,0.35
AT6,AT6,> 100,Advisor,375e3,0.33
PR3,PR3,< 25,New Financial Advisor,375e3,0.34
PR2,PR2,25-100,Advisor,375e3,0.34
AT3,AT3_1,> 100,Branch Advisor,375e3,0.34
AT3,AT3_2,> 100,Centralized Advisor,375e3,0.38
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",375e3,0.27
AT1,AT1_2,> 100,Advisor,375e3,0.25
TL14,TL14_1,<25,Advisor,375e3,0.37
PR1,PR1,25-100,Advisor,375e3,0.36
PB1,PB1,< 25,Financial Advisor,375e3,0.21
TB7,TB7_1,< 25,New Financial Advisor,375e3,0.3
TB7,TB7_2,< 25,Financial Advisor,375e3,0.33
PB6,PB6,25-100,Retail Financial Consultant,375e3,0.37
AT5,AT5_1,25-100,Financial Consultant,375e3,0.15
AL3,AL3,25-100,Wealth Advisor,375e3,0.34
AT2,AT2_2,> 100,Senior Advisor,375e3,0.35
AR3,AR3,> 100,Senior Advisor,375e3,0.38
PB3,PB3_1,25-100,Senior Advisor,375e3,0.32
PB9,PB9_2,25-100,Senior Advisor,375e3,0.4
PR4,PR4,< 25,Financial Consultant II,375e3,0.38
AB2,AB2,25-100,Senior Investment Representative,375e3,0.38
AT1,AT1_3,> 100,Senior  Financial Advisor,375e3,0.25
TB7,TB7_3,< 25,Senior  Financial Advisor,375e3,0.33
TB5,TB5_3,< 25,Senior Financial Advisor,375e3,0.3
AT5,AT5_2,25-100,2nd Story Financial Consultant,375e3,0
TB7,TB7_4,< 25,Private Financial Advisor,375e3,0.4
PB9,PB9_3,25-100,Independent Advisor,375e3,0.45
PB3,PB3_2,25-100,Independent Advisor,375e3,0.32
TL14,TL14_2,< 25,Independent Advisor,375e3,0.42
W,W_1,> 100,Advisor 0-5 Yrs,375e3,0.36
W,W_2,> 100,Advisor 5-7 Yrs,375e3,0.36
W,W_3,> 100,Advisor 7-9 Yrs,375e3,0.36
W,W_4,> 100,Advisor 9-15 Yrs,375e3,0.36
W,W_5,> 100,Advisor 15-19 Yrs,375e3,0.36
W,W_6,> 100,Advisor 20-25 Yrs,375e3,0.36
W,W_7,> 100,Advisor 25+ Yrs,375e3,0.36
GR1,GR1,> 100,Advisor,4e5,0.38
PT10,PT10,<25,Financial Advisor,4e5,0.39
TL13,TL13_1,<25,Financial Advisor (New),4e5,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),4e5,0.37
PT5,PT5,< 25,Advisor,4e5,0.41
PB9,PB9_1,25-100,Advisor,4e5,0.35
PB7,PB7,25-100,Advisor,4e5,0.25
PT11,PT11,<25,Financial Advisor,4e5,0.42
AR2,AR2,> 100,Advisor,4e5,0.32
TR7,TR7,<25,Investment Representative,4e5,0.34
TR2,TR2,25-100,Financial Advisor,4e5,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,4e5,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,4e5,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,4e5,0.4
TR8,TR8,<25,Financial Advisor,4e5,0.27
AB5,AB5,<25,Financial Advisor,4e5,0.44
PB14,PB14,<25,Financial Consultant,4e5,0.3
TB5,TB5_1,<25,Wealth Advisor,4e5,0.42
AR7,AR7,25-100,Financial Advisor,4e5,0.38
TB6,TB6,<25,Financial Advisor,4e5,0.33
TB5,TB5_2,<25,Financial Advisor,4e5,0.3
TL9,TL9,<25,Registered Representative,4e5,0.35
PB8,PB8,25-100,Investment Client Advisor,4e5,0.34
PT3,PT3,25-100,Advisor,4e5,0.29
TT7,TT7,<25,Financial Advisor,4e5,0.37
GB1,GB1_1,> 100,Branch Advisor,4e5,0.33
GB1,GB1_2,> 100,Hub Advisor,4e5,0.3
GT1,GT1_1,> 100,Traditional Advisor,4e5,0.36
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,4e5,0.34
GL1,GL1,> 100,Advisor,4e5,0.32
TL7,TL7,25-100,Advisor,4e5,0.38
AB6,AB6,25-100,Advisor,4e5,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,4e5,0.35
PT12,PT12,<25,Advisor,4e5,0.35
AT7,AT7_1,25-100,Full Commission Advisor,4e5,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",4e5,0.19
AB3,AB3,25-100,Financial Consultant,4e5,0.34
PT13,PT13,<25,Financial Advisor,4e5,0.4
AB7,AB7,> 100,Financial Advisor/Associate FA,4e5,0.32
AT2,AT2_1,> 100,Advisor,4e5,0.36
TL5,TL5,<25,Financial Advisor,4e5,0.38
AT6,AT6,> 100,Advisor,4e5,0.34
PR3,PR3,< 25,New Financial Advisor,4e5,0.37
PR2,PR2,25-100,Advisor,4e5,0.36
AT3,AT3_1,> 100,Branch Advisor,4e5,0.34
AT3,AT3_2,> 100,Centralized Advisor,4e5,0.38
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",4e5,0.28
AT1,AT1_2,> 100,Advisor,4e5,0.25
TL14,TL14_1,<25,Advisor,4e5,0.37
PR1,PR1,25-100,Advisor,4e5,0.36
PB1,PB1,< 25,Financial Advisor,4e5,0.25
TB7,TB7_1,< 25,New Financial Advisor,4e5,0.3
TB7,TB7_2,< 25,Financial Advisor,4e5,0.33
PB6,PB6,25-100,Retail Financial Consultant,4e5,0.37
AT5,AT5_1,25-100,Financial Consultant,4e5,0.18
AL3,AL3,25-100,Wealth Advisor,4e5,0.36
AT2,AT2_2,> 100,Senior Advisor,4e5,0.36
AR3,AR3,> 100,Senior Advisor,4e5,0.38
PB3,PB3_1,25-100,Senior Advisor,4e5,0.34
PB9,PB9_2,25-100,Senior Advisor,4e5,0.4
PR4,PR4,< 25,Financial Consultant II,4e5,0.38
AB2,AB2,25-100,Senior Investment Representative,4e5,0.38
AT1,AT1_3,> 100,Senior  Financial Advisor,4e5,0.25
TB7,TB7_3,< 25,Senior  Financial Advisor,4e5,0.33
TB5,TB5_3,< 25,Senior Financial Advisor,4e5,0.3
AT5,AT5_2,25-100,2nd Story Financial Consultant,4e5,0
TB7,TB7_4,< 25,Private Financial Advisor,4e5,0.4
PB9,PB9_3,25-100,Independent Advisor,4e5,0.45
PB3,PB3_2,25-100,Independent Advisor,4e5,0.35
TL14,TL14_2,< 25,Independent Advisor,4e5,0.42
W,W_1,> 100,Advisor 0-5 Yrs,4e5,0.36
W,W_2,> 100,Advisor 5-7 Yrs,4e5,0.36
W,W_3,> 100,Advisor 7-9 Yrs,4e5,0.36
W,W_4,> 100,Advisor 9-15 Yrs,4e5,0.36
W,W_5,> 100,Advisor 15-19 Yrs,4e5,0.36
W,W_6,> 100,Advisor 20-25 Yrs,4e5,0.36
W,W_7,> 100,Advisor 25+ Yrs,4e5,0.36
GR1,GR1,> 100,Advisor,42e4,0.38
PT10,PT10,<25,Financial Advisor,42e4,0.39
TL13,TL13_1,<25,Financial Advisor (New),42e4,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),42e4,0.37
PT5,PT5,< 25,Advisor,42e4,0.41
PB9,PB9_1,25-100,Advisor,42e4,0.35
PB7,PB7,25-100,Advisor,42e4,0.3
PT11,PT11,<25,Financial Advisor,42e4,0.42
AR2,AR2,> 100,Advisor,42e4,0.32
TR7,TR7,<25,Investment Representative,42e4,0.34
TR2,TR2,25-100,Financial Advisor,42e4,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,42e4,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,42e4,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,42e4,0.4
TR8,TR8,<25,Financial Advisor,42e4,0.27
AB5,AB5,<25,Financial Advisor,42e4,0.46
PB14,PB14,<25,Financial Consultant,42e4,0.3
TB5,TB5_1,<25,Wealth Advisor,42e4,0.42
AR7,AR7,25-100,Financial Advisor,42e4,0.38
TB6,TB6,<25,Financial Advisor,42e4,0.36
TB5,TB5_2,<25,Financial Advisor,42e4,0.3
TL9,TL9,<25,Registered Representative,42e4,0.38
PB8,PB8,25-100,Investment Client Advisor,42e4,0.34
PT3,PT3,25-100,Advisor,42e4,0.29
TT7,TT7,<25,Financial Advisor,42e4,0.37
GB1,GB1_1,> 100,Branch Advisor,42e4,0.33
GB1,GB1_2,> 100,Hub Advisor,42e4,0.3
GT1,GT1_1,> 100,Traditional Advisor,42e4,0.36
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,42e4,0.34
GL1,GL1,> 100,Advisor,42e4,0.32
TL7,TL7,25-100,Advisor,42e4,0.38
AB6,AB6,25-100,Advisor,42e4,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,42e4,0.35
PT12,PT12,<25,Advisor,42e4,0.35
AT7,AT7_1,25-100,Full Commission Advisor,42e4,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",42e4,0.19
AB3,AB3,25-100,Financial Consultant,42e4,0.34
PT13,PT13,<25,Financial Advisor,42e4,0.4
AB7,AB7,> 100,Financial Advisor/Associate FA,42e4,0.32
AT2,AT2_1,> 100,Advisor,42e4,0.36
TL5,TL5,<25,Financial Advisor,42e4,0.38
AT6,AT6,> 100,Advisor,42e4,0.34
PR3,PR3,< 25,New Financial Advisor,42e4,0.37
PR2,PR2,25-100,Advisor,42e4,0.36
AT3,AT3_1,> 100,Branch Advisor,42e4,0.34
AT3,AT3_2,> 100,Centralized Advisor,42e4,0.38
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",42e4,0.29
AT1,AT1_2,> 100,Advisor,42e4,0.26
TL14,TL14_1,<25,Advisor,42e4,0.37
PR1,PR1,25-100,Advisor,42e4,0.37
PB1,PB1,< 25,Financial Advisor,42e4,0.25
TB7,TB7_1,< 25,New Financial Advisor,42e4,0.3
TB7,TB7_2,< 25,Financial Advisor,42e4,0.33
PB6,PB6,25-100,Retail Financial Consultant,42e4,0.37
AT5,AT5_1,25-100,Financial Consultant,42e4,0.18
AL3,AL3,25-100,Wealth Advisor,42e4,0.36
AT2,AT2_2,> 100,Senior Advisor,42e4,0.36
AR3,AR3,> 100,Senior Advisor,42e4,0.38
PB3,PB3_1,25-100,Senior Advisor,42e4,0.34
PB9,PB9_2,25-100,Senior Advisor,42e4,0.4
PR4,PR4,< 25,Financial Consultant II,42e4,0.38
AB2,AB2,25-100,Senior Investment Representative,42e4,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,42e4,0.26
TB7,TB7_3,< 25,Senior  Financial Advisor,42e4,0.33
TB5,TB5_3,< 25,Senior Financial Advisor,42e4,0.3
AT5,AT5_2,25-100,2nd Story Financial Consultant,42e4,0
TB7,TB7_4,< 25,Private Financial Advisor,42e4,0.4
PB9,PB9_3,25-100,Independent Advisor,42e4,0.45
PB3,PB3_2,25-100,Independent Advisor,42e4,0.35
TL14,TL14_2,< 25,Independent Advisor,42e4,0.42
W,W_1,> 100,Advisor 0-5 Yrs,42e4,0.36
W,W_2,> 100,Advisor 5-7 Yrs,42e4,0.36
W,W_3,> 100,Advisor 7-9 Yrs,42e4,0.36
W,W_4,> 100,Advisor 9-15 Yrs,42e4,0.36
W,W_5,> 100,Advisor 15-19 Yrs,42e4,0.36
W,W_6,> 100,Advisor 20-25 Yrs,42e4,0.36
W,W_7,> 100,Advisor 25+ Yrs,42e4,0.36
GR1,GR1,> 100,Advisor,425e3,0.38
PT10,PT10,<25,Financial Advisor,425e3,0.39
TL13,TL13_1,<25,Financial Advisor (New),425e3,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),425e3,0.37
PT5,PT5,< 25,Advisor,425e3,0.41
PB9,PB9_1,25-100,Advisor,425e3,0.35
PB7,PB7,25-100,Advisor,425e3,0.3
PT11,PT11,<25,Financial Advisor,425e3,0.42
AR2,AR2,> 100,Advisor,425e3,0.32
TR7,TR7,<25,Investment Representative,425e3,0.34
TR2,TR2,25-100,Financial Advisor,425e3,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,425e3,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,425e3,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,425e3,0.4
TR8,TR8,<25,Financial Advisor,425e3,0.27
AB5,AB5,<25,Financial Advisor,425e3,0.46
PB14,PB14,<25,Financial Consultant,425e3,0.3
TB5,TB5_1,<25,Wealth Advisor,425e3,0.42
AR7,AR7,25-100,Financial Advisor,425e3,0.38
TB6,TB6,<25,Financial Advisor,425e3,0.36
TB5,TB5_2,<25,Financial Advisor,425e3,0.3
TL9,TL9,<25,Registered Representative,425e3,0.38
PB8,PB8,25-100,Investment Client Advisor,425e3,0.34
PT3,PT3,25-100,Advisor,425e3,0.29
TT7,TT7,<25,Financial Advisor,425e3,0.37
GB1,GB1_1,> 100,Branch Advisor,425e3,0.33
GB1,GB1_2,> 100,Hub Advisor,425e3,0.3
GT1,GT1_1,> 100,Traditional Advisor,425e3,0.37
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,425e3,0.35
GL1,GL1,> 100,Advisor,425e3,0.32
TL7,TL7,25-100,Advisor,425e3,0.38
AB6,AB6,25-100,Advisor,425e3,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,425e3,0.35
PT12,PT12,<25,Advisor,425e3,0.35
AT7,AT7_1,25-100,Full Commission Advisor,425e3,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",425e3,0.19
AB3,AB3,25-100,Financial Consultant,425e3,0.34
PT13,PT13,<25,Financial Advisor,425e3,0.4
AB7,AB7,> 100,Financial Advisor/Associate FA,425e3,0.32
AT2,AT2_1,> 100,Advisor,425e3,0.36
TL5,TL5,<25,Financial Advisor,425e3,0.38
AT6,AT6,> 100,Advisor,425e3,0.34
PR3,PR3,< 25,New Financial Advisor,425e3,0.37
PR2,PR2,25-100,Advisor,425e3,0.36
AT3,AT3_1,> 100,Branch Advisor,425e3,0.34
AT3,AT3_2,> 100,Centralized Advisor,425e3,0.38
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",425e3,0.26
AT1,AT1_2,> 100,Advisor,425e3,0.26
TL14,TL14_1,<25,Advisor,425e3,0.37
PR1,PR1,25-100,Advisor,425e3,0.37
PB1,PB1,< 25,Financial Advisor,425e3,0.25
TB7,TB7_1,< 25,New Financial Advisor,425e3,0.3
TB7,TB7_2,< 25,Financial Advisor,425e3,0.33
PB6,PB6,25-100,Retail Financial Consultant,425e3,0.37
AT5,AT5_1,25-100,Financial Consultant,425e3,0.18
AL3,AL3,25-100,Wealth Advisor,425e3,0.36
AT2,AT2_2,> 100,Senior Advisor,425e3,0.36
AR3,AR3,> 100,Senior Advisor,425e3,0.38
PB3,PB3_1,25-100,Senior Advisor,425e3,0.34
PB9,PB9_2,25-100,Senior Advisor,425e3,0.4
PR4,PR4,< 25,Financial Consultant II,425e3,0.38
AB2,AB2,25-100,Senior Investment Representative,425e3,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,425e3,0.26
TB7,TB7_3,< 25,Senior  Financial Advisor,425e3,0.33
TB5,TB5_3,< 25,Senior Financial Advisor,425e3,0.3
AT5,AT5_2,25-100,2nd Story Financial Consultant,425e3,0
TB7,TB7_4,< 25,Private Financial Advisor,425e3,0.4
PB9,PB9_3,25-100,Independent Advisor,425e3,0.45
PB3,PB3_2,25-100,Independent Advisor,425e3,0.35
TL14,TL14_2,< 25,Independent Advisor,425e3,0.42
W,W_1,> 100,Advisor 0-5 Yrs,425e3,0.38
W,W_2,> 100,Advisor 5-7 Yrs,425e3,0.38
W,W_3,> 100,Advisor 7-9 Yrs,425e3,0.38
W,W_4,> 100,Advisor 9-15 Yrs,425e3,0.38
W,W_5,> 100,Advisor 15-19 Yrs,425e3,0.38
W,W_6,> 100,Advisor 20-25 Yrs,425e3,0.38
W,W_7,> 100,Advisor 25+ Yrs,425e3,0.38
GR1,GR1,> 100,Advisor,45e4,0.4
PT10,PT10,<25,Financial Advisor,45e4,0.39
TL13,TL13_1,<25,Financial Advisor (New),45e4,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),45e4,0.37
PT5,PT5,< 25,Advisor,45e4,0.41
PB9,PB9_1,25-100,Advisor,45e4,0.35
PB7,PB7,25-100,Advisor,45e4,0.3
PT11,PT11,<25,Financial Advisor,45e4,0.42
AR2,AR2,> 100,Advisor,45e4,0.33
TR7,TR7,<25,Investment Representative,45e4,0.34
TR2,TR2,25-100,Financial Advisor,45e4,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,45e4,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,45e4,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,45e4,0.4
TR8,TR8,<25,Financial Advisor,45e4,0.28
AB5,AB5,<25,Financial Advisor,45e4,0.46
PB14,PB14,<25,Financial Consultant,45e4,0.3
TB5,TB5_1,<25,Wealth Advisor,45e4,0.42
AR7,AR7,25-100,Financial Advisor,45e4,0.38
TB6,TB6,<25,Financial Advisor,45e4,0.36
TB5,TB5_2,<25,Financial Advisor,45e4,0.3
TL9,TL9,<25,Registered Representative,45e4,0.38
PB8,PB8,25-100,Investment Client Advisor,45e4,0.34
PT3,PT3,25-100,Advisor,45e4,0.31
TT7,TT7,<25,Financial Advisor,45e4,0.37
GB1,GB1_1,> 100,Branch Advisor,45e4,0.35
GB1,GB1_2,> 100,Hub Advisor,45e4,0.34
GT1,GT1_1,> 100,Traditional Advisor,45e4,0.37
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,45e4,0.35
GL1,GL1,> 100,Advisor,45e4,0.32
TL7,TL7,25-100,Advisor,45e4,0.38
AB6,AB6,25-100,Advisor,45e4,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,45e4,0.35
PT12,PT12,<25,Advisor,45e4,0.35
AT7,AT7_1,25-100,Full Commission Advisor,45e4,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",45e4,0.19
AB3,AB3,25-100,Financial Consultant,45e4,0.35
PT13,PT13,<25,Financial Advisor,45e4,0.4
AB7,AB7,> 100,Financial Advisor/Associate FA,45e4,0.32
AT2,AT2_1,> 100,Advisor,45e4,0.36
TL5,TL5,<25,Financial Advisor,45e4,0.38
AT6,AT6,> 100,Advisor,45e4,0.34
PR3,PR3,< 25,New Financial Advisor,45e4,0.37
PR2,PR2,25-100,Advisor,45e4,0.37
AT3,AT3_1,> 100,Branch Advisor,45e4,0.35
